Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_NetPower_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,MCS_1_sum_x,MCS_1_sum_y_trv,MCS_1_sum_z,CEV_1_Charging_kW,CEV_1_Working_kW,CEV_1_NetPower_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh
77,77,03:00,03:15,03:15,1.9480104255389894,0.0,0,1.9480104255389894,240.74695047868954,241.20960295475504,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
78,78,03:15,03:30,03:30,1.9480104255389894,0.0,0,1.9480104255389894,241.20960295475504,241.67225543082054,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
79,79,03:30,03:45,03:45,1.9480104255389894,0.0,0,1.9480104255389894,241.67225543082054,242.13490790688604,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
80,80,03:45,04:00,04:00,1.9480104255389894,0.0,0,1.9480104255389894,242.13490790688604,242.59756038295154,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
81,81,04:00,04:15,04:15,1.9480104255389894,0.0,0,1.9480104255389894,242.59756038295154,243.06021285901704,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
82,82,04:15,04:30,04:30,1.9480104255389894,0.0,0,1.9480104255389894,243.06021285901704,243.52286533508254,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
83,83,04:30,04:45,04:45,1.9480104255389894,0.0,0,1.9480104255389894,243.52286533508254,243.98551781114804,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
84,84,04:45,05:00,05:00,1.9480104255389894,0.0,0,1.9480104255389894,243.98551781114804,244.44817028721354,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
85,85,05:00,05:15,05:15,1.9480104255389894,0.0,0,1.9480104255389894,244.44817028721354,244.91082276327904,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
86,86,05:15,05:30,05:30,1.9480104255389894,0.0,0,1.9480104255389894,244.91082276327904,245.37347523934454,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
87,87,05:30,05:45,05:45,1.9480104255389894,0.0,0,1.9480104255389894,245.37347523934454,245.83612771541004,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
88,88,05:45,06:00,06:00,1.9480104255389894,0.0,0,1.9480104255389894,245.83612771541004,246.29878019147554,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
89,89,06:00,06:15,06:15,1.9480104255389894,0.0,0,1.9480104255389894,246.29878019147554,246.76143266754104,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
90,90,06:15,06:30,06:30,1.9480104255389894,0.0,0,1.9480104255389894,246.76143266754104,247.22408514360654,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
91,91,06:30,06:45,06:45,1.9480104255389894,0.0,0,1.9480104255389894,247.22408514360654,247.68673761967204,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
92,92,06:45,07:00,07:00,1.9480104255389894,0.0,0,1.9480104255389894,247.68673761967204,248.14939009573754,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
93,93,07:00,07:15,07:15,1.9480104255389894,0.0,0,1.9480104255389894,248.14939009573754,248.61204257180304,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
94,94,07:15,07:30,07:30,1.9480104255389894,0.0,0,1.9480104255389894,248.61204257180304,249.07469504786897,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
95,95,07:30,07:45,07:45,1.9480104255389894,0.0,0,1.9480104255389894,249.07469504786897,249.53734752393447,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
96,96,07:45,08:00,08:00,1.948010425539068,0.0,0,1.948010425539068,249.53734752393447,250.0,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
